@RELATION all

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE kills NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE class {"win","lose"}

@DATA
"PhantomAssassin","QueenofPain","CrystalMaiden","Axe","Pudge",44,2350,"win"
"Windranger","Tidehunter","Anti-Mage","WitchDoctor","NyxAssassin",27,2358,"win"
"Alchemist","Axe","DrowRanger","SandKing","CentaurWarrunner",-23,2122,"lose"
"Pudge","Zeus","Spectre","Slardar","Brewmaster",23,2122,"win"
"LegionCommander","Huskar","Earthshaker","OgreMagi","Spectre",16,2255,"win"
"Tiny","Mirana","Lion","PhantomLancer","Invoker",-16,2255,"lose"
"Jakiro","Slark","OgreMagi","Bloodseeker","Sven",28,1644,"win"
"LegionCommander","TemplarAssassin","FacelessVoid","Tiny","CrystalMaiden",-28,1644,"lose"
"Clinkz","Riki","Lifestealer","Axe","Anti-Mage",-27,1644,"lose"
"Leshrac","PhantomAssassin","Timbersaw","Abaddon","WraithKing",27,1644,"win"
"Mirana","PhantomLancer","DrowRanger","Zeus","Tidehunter",24,1996,"win"
"BountyHunter","QueenofPain","Timbersaw","Slark","Weaver",-24,1996,"lose"
"Morphling","Luna","Silencer","Tinker","Axe",16,1960,"win"
"QueenofPain","KeeperoftheLight","ShadowFiend","Leshrac","OutworldDevourer",-16,1960,"lose"
"Mirana","Anti-Mage","Tusk","PhantomAssassin","Sniper",-23,2511,"lose"
"DragonKnight","Omniknight","Riki","LegionCommander","Bloodseeker",23,2511,"win"
"LegionCommander","ShadowFiend","BountyHunter","Lion","PhantomLancer",-16,2639,"lose"
"Pudge","Zeus","Dazzle","Rubick","TrollWarlord",16,2639,"win"
"WinterWyvern","Zeus","Anti-Mage","SpiritBreaker","Disruptor",48,2674,"win"
"Nature'sProphet","BountyHunter","ShadowFiend","Slark","Axe",-48,2674,"lose"
"Axe","ShadowFiend","Riki","StormSpirit","Warlock",17,2168,"win"
"Necrophos","Meepo","WraithKing","ChaosKnight","Slardar",-17,2168,"lose"
"LegionCommander","Silencer","Pudge","PhantomAssassin","Tiny",-3,2360,"lose"
"Terrorblade","ShadowDemon","Huskar","Weaver","Juggernaut",3,2360,"win"
"SpiritBreaker","Lifestealer","Pudge","Mirana","Bane",-22,2337,"lose"
"Riki","PhantomAssassin","ShadowFiend","NyxAssassin","BountyHunter",22,2337,"win"
"PhantomAssassin","TemplarAssassin","SkywrathMage","Slark","Sniper",6,2948,"win"
"DrowRanger","Silencer","SandKing","Necrophos","Sniper",-17,2404,"lose"
"StormSpirit","Timbersaw","Mirana","SpiritBreaker","Abaddon",17,2404,"win"
"CrystalMaiden","Ursa","Zeus","Mirana","Lion",33,1923,"win"
"WraithKing","Alchemist","DeathProphet","Riki","Beastmaster",-33,1923,"lose"
"Oracle","Tinker","CrystalMaiden","Slardar","PhantomAssassin",-3,3156,"lose"
"Magnus","Mirana","Slark","Bloodseeker","Timbersaw",3,3156,"win"
"CrystalMaiden","Windranger","Bloodseeker","Riki","Pudge",69,2039,"win"
"PhantomAssassin","Huskar","BountyHunter","EmberSpirit","Bristleback",-69,2039,"lose"
"Rubick","Lifestealer","Tiny","Mirana","Timbersaw",21,1992,"win"
"Spectre","Disruptor","Windranger","Silencer","FacelessVoid",-21,1992,"lose"
"Juggernaut","Necrophos","SpiritBreaker","Riki","StormSpirit",39,1896,"win"
"CentaurWarrunner","Bloodseeker","ShadowFiend","Timbersaw","PhantomAssassin",-39,1896,"lose"
"Tinker","Doom","Pudge","PhantomAssassin","TrollWarlord",-11,2868,"lose"
"Sniper","LegionCommander","Bloodseeker","Alchemist","TreantProtector",11,2868,"win"
"Necrophos","Juggernaut","BountyHunter","Lion","LegionCommander",17,2483,"win"
"Tinker","Windranger","Sven","Mirana","Nature'sProphet",-15,2903,"lose"
"Venomancer","Juggernaut","Kunkka","PhantomAssassin","Slardar",15,2903,"win"
"LegionCommander","Beastmaster","Alchemist","Morphling","ShadowDemon",10,2060,"win"
"AncientApparition","Bloodseeker","Windranger","Mirana","Magnus",-10,2060,"lose"
"Mirana","SpiritBreaker","LegionCommander","Terrorblade","Invoker",5,3084,"win"
"Alchemist","Tusk","ShadowFiend","WitchDoctor","AncientApparition",-5,3084,"lose"
"OgreMagi","Spectre","Lifestealer","Tinker","Mirana",25,2354,"win"
"FacelessVoid","Invoker","Broodmother","Doom","LoneDruid",-25,2354,"lose"
"EmberSpirit","Pudge","Slark","VengefulSpirit","Alchemist",-26,2209,"lose"
"Slardar","AncientApparition","LegionCommander","StormSpirit","Omniknight",26,2209,"win"
"PhantomAssassin","Invoker","Necrophos","Omniknight","Huskar",24,1979,"win"
"Axe","Puck","Anti-Mage","Windranger","Oracle",-24,1979,"lose"
"Viper","Zeus","Mirana","Timbersaw","Axe",20,2385,"win"
"Lina","PhantomAssassin","Riki","LegionCommander","Omniknight",-20,2385,"lose"
"Luna","Weaver","LegionCommander","Pudge","Riki",-5,3884,"win"
"Rubick","LegionCommander","DarkSeer","DragonKnight","Juggernaut",20,1387,"win"
"Luna","DrowRanger","BountyHunter","Disruptor","Invoker",17,2017,"win"
"Slark","Clockwerk","Lich","Enigma","Clinkz",-17,2017,"lose"
"PhantomAssassin","Sniper","Riki","Timbersaw","Lina",-45,2551,"lose"
"DrowRanger","LegionCommander","ShadowFiend","SpiritBreaker","BountyHunter",45,2551,"win"
"PhantomAssassin","Alchemist","BountyHunter","Juggernaut","Rubick",8,2700,"win"
"Clinkz","QueenofPain","Kunkka","Disruptor","Tidehunter",-8,2700,"lose"
"undefined","undefined","undefined","undefined","undefined",0,0,"lose"
"Tiny","Lion","WraithKing","Juggernaut","Pudge",7,2314,"win"
"Beastmaster","Invoker","Luna","Disruptor","ShadowFiend",-7,2314,"lose"
"QueenofPain","Spectre","Axe","ShadowShaman","Kunkka",-11,3158,"lose"
"Omniknight","Mirana","BountyHunter","Sven","Pudge",11,3158,"win"
"undefined","undefined","undefined","undefined","undefined",0,0,"lose"
"Juggernaut","Slark","Pudge","WraithKing","Alchemist",-8,2626,"lose"
"Rubick","Bristleback","Riki","Lifestealer","Bloodseeker",8,2626,"win"
"LegionCommander","Axe","Sniper","Zeus","SandKing",2,359,"lose"
"Slark","AncientApparition","Pudge","WitchDoctor","FacelessVoid",-5,3619,"lose"
"Tidehunter","Windranger","Silencer","VengefulSpirit","DrowRanger",5,3619,"win"
"NyxAssassin","Alchemist","Mirana","Lifestealer","Pudge",34,1767,"win"
"Ursa","Terrorblade","LegionCommander","Invoker","Earthshaker",-34,1767,"lose"
"DrowRanger","BountyHunter","Alchemist","Mirana","Silencer",4,2583,"win"
"FacelessVoid","Clockwerk","EmberSpirit","EarthSpirit","Pudge",-4,2583,"lose"
"Windranger","Bristleback","Terrorblade","Silencer","WitchDoctor",-32,2035,"lose"
"Tinker","Omniknight","PhantomAssassin","Axe","Pudge",32,2035,"win"
"Slark","Huskar","Alchemist","Bloodseeker","Juggernaut",11,3236,"win"
"Alchemist","DrowRanger","Axe","FacelessVoid","AncientApparition",-16,2537,"lose"
"Sven","EmberSpirit","Invoker","OgreMagi","Slark",16,2537,"win"
"DragonKnight","Medusa","Leshrac","CrystalMaiden","ShadowFiend",18,2451,"win"
"LegionCommander","Juggernaut","Mirana","WitchDoctor","Alchemist",-18,2451,"lose"
"FacelessVoid","Sven","Invoker","Brewmaster","ElderTitan",-17,1672,"lose"
"OutworldDevourer","EmberSpirit","Enigma","WraithKing","Puck",25,2385,"win"
"Bloodseeker","DrowRanger","Sven","Lifestealer","Pudge",-25,2385,"lose"
"Pudge","NyxAssassin","PhantomAssassin","VengefulSpirit","Bloodseeker",-24,1668,"lose"
"Anti-Mage","Lifestealer","Mirana","Windranger","Slark",12,2477,"win"
"DarkSeer","Sniper","ShadowFiend","Necrophos","QueenofPain",-13,3232,"lose"
"OgreMagi","Invoker","WraithKing","Bloodseeker","Slark",13,3232,"win"
"Omniknight","Sven","Invoker","Bloodseeker","EmberSpirit",17,2014,"win"
"Tiny","AncientApparition","Tidehunter","Razor","QueenofPain",-17,2014,"lose"
"Invoker","Pudge","Gyrocopter","Disruptor","Windranger",-21,2671,"lose"
"Slark","DrowRanger","ShadowFiend","Bloodseeker","EarthSpirit",21,2671,"win"
"DrowRanger","Riki","Windranger","ElderTitan","VengefulSpirit",-35,2361,"lose"
"CrystalMaiden","PhantomAssassin","Sniper","BountyHunter","Juggernaut",35,2361,"win"
"Kunkka","Tinker","ShadowShaman","Warlock","FacelessVoid",-21,2117,"lose"
"Sniper","Medusa","Ursa","Bane","Bloodseeker",16,2178,"win"
"TrollWarlord","Huskar","Invoker","Luna","Windranger",-16,2178,"lose"
"Sniper","Axe","SandKing","Juggernaut","Mirana",-16,2553,"lose"
"Kunkka","NightStalker","Slark","VengefulSpirit","Mirana",15,3633,"win"
"Rubick","PhantomAssassin","TemplarAssassin","Omniknight","Viper",-15,3633,"lose"
"Medusa","FacelessVoid","CrystalMaiden","SandKing","Lina",1,3674,"win"
"Sniper","OutworldDevourer","NyxAssassin","StormSpirit","LegionCommander",-1,3674,"lose"
"FacelessVoid","Luna","OutworldDevourer","DrowRanger","Pudge",-3,2700,"win"
"ShadowDemon","SkywrathMage","Techies","Morphling","Clockwerk",10,3675,"win"
"Necrophos","Slardar","Lifestealer","Mirana","Oracle",-10,3675,"lose"
"Anti-Mage","Dazzle","Axe","Silencer","Sniper",17,2397,"win"
"ShadowShaman","Enchantress","Invoker","Medusa","Terrorblade",-17,2397,"lose"
"Bloodseeker","Pudge","ShadowFiend","Mirana","SandKing",-6,3514,"lose"
"Juggernaut","Slardar","Venomancer","PhantomAssassin","EmberSpirit",6,3514,"win"
"Rubick","FacelessVoid","Omniknight","PhantomAssassin","Invoker",-6,794,"lose"
"Ursa","Bristleback","Techies","SpiritBreaker","LegionCommander",-10,3059,"lose"
"Invoker","SandKing","Anti-Mage","Pudge","Sniper",10,3059,"win"
"Meepo","Invoker","Abaddon","Lion","Bloodseeker",2,2428,"win"
"Morphling","WraithKing","Clinkz","Meepo","VengefulSpirit",14,1743,"win"
"Tinker","TrollWarlord","ShadowShaman","WitchDoctor","Anti-Mage",-14,1743,"lose"
"Invoker","Rubick","Slark","Broodmother","SandKing",19,2197,"win"
"Weaver","Bloodseeker","CrystalMaiden","EmberSpirit","WraithKing",-19,2197,"lose"
"Kunkka","Oracle","Slark","ElderTitan","ShadowFiend",14,2501,"win"
"Sniper","ShadowFiend","Necrophos","Anti-Mage","Luna",-7,2106,"lose"
"Enigma","Juggernaut","Tiny","Mirana","Alchemist",14,2469,"win"
"Meepo","Invoker","SandKing","Windranger","EmberSpirit",-14,2469,"lose"
"Enigma","ShadowFiend","Sniper","ChaosKnight","Weaver",39,1491,"win"
"Axe","Slark","DrowRanger","Pudge","Omniknight",-39,1491,"lose"
"Mirana","SpiritBreaker","DragonKnight","Juggernaut","Viper",39,1742,"win"
"Bloodseeker","Sniper","Lifestealer","Techies","Enigma",-39,1742,"lose"
"ChaosKnight","Slardar","Tiny","Viper","DeathProphet",-13,3015,"lose"
"WraithKing","Sven","Puck","Ursa","Juggernaut",13,3015,"win"
"Lifestealer","PhantomLancer","DrowRanger","StormSpirit","Bloodseeker",-15,2753,"lose"
"Riki","Anti-Mage","DarkSeer","Timbersaw","Mirana",15,2753,"win"
"NyxAssassin","Zeus","DrowRanger","Kunkka","StormSpirit",-3,2774,"win"
"LegionCommander","Huskar","ShadowFiend","Disruptor","SpiritBreaker",3,2774,"lose"
"DrowRanger","SkywrathMage","Io","Anti-Mage","Clinkz",17,2647,"lose"
"Juggernaut","StormSpirit","BountyHunter","FacelessVoid","LegionCommander",-17,2647,"win"
"Tiny","Enigma","Anti-Mage","PhantomAssassin","Tinker",-11,2390,"lose"
"Batrider","Terrorblade","PhantomAssassin","Axe","Jakiro",-25,2187,"lose"
"Dazzle","FacelessVoid","Timbersaw","Invoker","Sniper",25,2187,"win"
"Lifestealer","DragonKnight","Mirana","DrowRanger","Warlock",2,1610,"win"
"Rubick","Huskar","Pugna","Pudge","WraithKing",-2,1610,"lose"
"Bristleback","Lina","Invoker","LegionCommander","Nature'sProphet",21,4127,"win"
"Leshrac","Pudge","Lifestealer","Windranger","Tiny",-21,4127,"lose"
"SpiritBreaker","DrowRanger","Windranger","Huskar","Clinkz",-18,3270,"lose"
"ElderTitan","Venomancer","Phoenix","FacelessVoid","Necrophos",18,3270,"win"
"Axe","Luna","NyxAssassin","Clinkz","Disruptor",-25,1823,"lose"
"Jakiro","ShadowShaman","Windranger","PhantomAssassin","Mirana",25,1823,"win"
"SpiritBreaker","QueenofPain","NightStalker","FacelessVoid","Axe",24,2060,"win"
"Clockwerk","Razor","BountyHunter","WitchDoctor","SpiritBreaker",19,2585,"win"
"Huskar","Mirana","Necrophos","Slark","Beastmaster",-19,2585,"lose"
"Slark","Axe","Tiny","Silencer","ShadowShaman",11,2530,"win"
"Huskar","StormSpirit","Mirana","Lifestealer","Pudge",-11,2530,"lose"
"Gyrocopter","Magnus","ShadowFiend","Axe","WitchDoctor",35,2407,"win"
"FacelessVoid","Alchemist","SandKing","Tusk","Lina",-35,2407,"lose"
"FacelessVoid","Invoker","Medusa","BountyHunter","Anti-Mage",3,2868,"lose"
"Sven","TreantProtector","Enigma","Lifestealer","Kunkka",-3,2868,"win"
"Juggernaut","Meepo","Morphling","FacelessVoid","Rubick",-28,1470,"lose"
"Pudge","ShadowDemon","Mirana","DrowRanger","SandKing",28,1470,"win"
"Slark","Leshrac","OgreMagi","Disruptor","Anti-Mage",-8,2596,"win"
"Weaver","Axe","Pudge","Invoker","Morphling",8,2596,"lose"
"Nature'sProphet","PhantomAssassin","Invoker","Meepo","Silencer",2,1929,"win"
"Mirana","Slark","PhantomLancer","Sniper","Tinker",-2,1929,"lose"
"Axe","Zeus","Medusa","Juggernaut","OgreMagi",-2,2506,"win"
"Riki","Necrophos","Terrorblade","OutworldDevourer","DragonKnight",2,2506,"lose"
"OgreMagi","Undying","Tinker","Viper","LegionCommander",10,3461,"win"
"Juggernaut","SpiritBreaker","Invoker","Zeus","EmberSpirit",-10,3461,"lose"
"Axe","Mirana","Clinkz","PhantomAssassin","ShadowFiend",-7,3188,"win"
"LegionCommander","SpiritBreaker","DragonKnight","Earthshaker","Invoker",7,3188,"lose"
"Windranger","Lifestealer","Clinkz","Slark","FacelessVoid",-26,2118,"lose"
"Riki","PhantomAssassin","EarthSpirit","Mirana","Tusk",26,2118,"win"
"StormSpirit","Tinker","CrystalMaiden","Morphling","Sniper",-22,2820,"lose"
"Gyrocopter","Silencer","PhantomAssassin","FacelessVoid","Invoker",22,2820,"win"
"OgreMagi","VengefulSpirit","Zeus","Morphling","ChaosKnight",-7,3117,"lose"
"PhantomAssassin","LegionCommander","Sven","WraithKing","Invoker",7,3117,"win"
"Mirana","EmberSpirit","VengefulSpirit","Tinker","BountyHunter",26,2415,"win"
"Anti-Mage","FacelessVoid","Zeus","Kunkka","ShadowFiend",-26,2415,"lose"
"Alchemist","Tinker","OutworldDevourer","Venomancer","Lion",-24,2699,"lose"
"Slardar","Sven","Spectre","Juggernaut","Morphling",24,2699,"win"
"Nature'sProphet","TrollWarlord","Medusa","Lion","PhantomAssassin",-41,2605,"lose"
"Bloodseeker","Mirana","Kunkka","Earthshaker","Riki",41,2605,"win"
"Huskar","SkywrathMage","Omniknight","PhantomAssassin","BountyHunter",-26,1555,"lose"
"Mirana","Enigma","FacelessVoid","ElderTitan","DrowRanger",26,1555,"win"
"WraithKing","Axe","Anti-Mage","AncientApparition","QueenofPain",8,3840,"win"
"PhantomAssassin","CentaurWarrunner","Kunkka","NyxAssassin","EmberSpirit",-8,3840,"lose"
"NyxAssassin","Pudge","SpiritBreaker","OgreMagi","Anti-Mage",43,2311,"win"
"Sven","Lion","LegionCommander","Slardar","Rubick",26,2671,"win"
"Riki","Zeus","StormSpirit","WraithKing","PhantomAssassin",-26,2671,"lose"
"WinterWyvern","Slark","Riki","Doom","Tinker",17,2011,"win"
"Pudge","Visage","LegionCommander","Omniknight","Sven",-17,2011,"lose"
"Zeus","Lion","Riki","Ursa","Mirana",5,2341,"lose"
"PhantomAssassin","Juggernaut","Nature'sProphet","Alchemist","Lich",-5,2341,"win"
"SkywrathMage","Batrider","ShadowFiend","Anti-Mage","Lifestealer",-35,2243,"lose"
"EmberSpirit","BountyHunter","Zeus","PhantomAssassin","Viper",-41,2184,"lose"
"OgreMagi","CentaurWarrunner","Lina","Morphling","Riki",41,2184,"win"
"Axe","NyxAssassin","DragonKnight","Windranger","Enchantress",-14,2230,"lose"
"Alchemist","Slark","VengefulSpirit","Dazzle","Timbersaw",14,2230,"win"
"PhantomAssassin","WitchDoctor","Viper","Kunkka","Earthshaker",12,2695,"win"
"Techies","ShadowDemon","LegionCommander","Invoker","Morphling",-22,1836,"lose"
"Medusa","Doom","Luna","Tinker","Viper",22,1836,"win"
"Invoker","Luna","ElderTitan","Morphling","Mirana",6,3121,"win"
"Earthshaker","DrowRanger","Abaddon","Silencer","Ursa",-6,3121,"lose"
"LegionCommander","VengefulSpirit","PhantomAssassin","Undying","Mirana",1,2162,"win"
"Silencer","Sven","TreantProtector","Weaver","OgreMagi",-1,2162,"lose"
"Invoker","Mirana","Morphling","SpiritBreaker","WitchDoctor",-24,1665,"lose"
"Disruptor","DragonKnight","Juggernaut","OgreMagi","Timbersaw",24,1665,"win"
"Slardar","Tinker","QueenofPain","OgreMagi","FacelessVoid",17,3478,"win"
"Invoker","Enigma","Riki","CentaurWarrunner","Mirana",-17,3478,"lose"
"DarkSeer","Juggernaut","Invoker","OgreMagi","BountyHunter",-15,3808,"lose"
"NightStalker","Silencer","Mirana","PhantomAssassin","SandKing",15,3808,"win"
"Dazzle","Puck","PhantomAssassin","Phoenix","Sniper",17,2630,"win"
"Doom","Tusk","BountyHunter","Tinker","Mirana",-17,2630,"lose"
"Jakiro","NightStalker","Invoker","Spectre","Bristleback",30,2224,"win"
"Slark","Rubick","Windranger","LoneDruid","AncientApparition",-30,2224,"lose"
"PhantomLancer","Kunkka","Doom","Disruptor","Invoker",7,3122,"win"
"Anti-Mage","Beastmaster","BountyHunter","CrystalMaiden","WraithKing",-7,3122,"lose"
"Techies","EmberSpirit","Pudge","Timbersaw","Omniknight",-17,2669,"lose"
"Huskar","Kunkka","Axe","Bloodseeker","WitchDoctor",17,2669,"win"
"Omniknight","Tiny","Riki","StormSpirit","LegionCommander",17,2260,"win"
"Bloodseeker","Clinkz","Oracle","Slark","Invoker",-17,2260,"lose"
"Windranger","Sven","Bristleback","Mirana","Huskar",4,1712,"win"
"Anti-Mage","StormSpirit","Ursa","Earthshaker","Bloodseeker",0,40,"lose"
"WraithKing","PhantomAssassin","Viper","Slark","Zeus",-11,2909,"lose"
"Slark","Silencer","Mirana","ElderTitan","Anti-Mage",-12,3118,"lose"
"Sven","Slardar","CrystalMaiden","PhantomAssassin","Tinker",12,3118,"win"
"Alchemist","DrowRanger","Morphling","Medusa","Invoker",-18,2437,"lose"
"Slardar","Silencer","Juggernaut","Luna","Pudge",21,1595,"win"
"Zeus","FacelessVoid","SpiritBreaker","Spectre","AncientApparition",-21,1595,"lose"
"Timbersaw","Weaver","Lion","Kunkka","Tinker",-3,3492,"lose"
"StormSpirit","Bloodseeker","SkywrathMage","FacelessVoid","WraithKing",3,3492,"win"
"Axe","VengefulSpirit","Juggernaut","Mirana","Riki",5,3061,"win"
"LegionCommander","Timbersaw","Huskar","Abaddon","Silencer",-5,3061,"lose"
"Lifestealer","QueenofPain","BountyHunter","Magnus","Juggernaut",10,3013,"win"
"PhantomAssassin","Pudge","Mirana","Rubick","Weaver",-10,3013,"lose"
"Nature'sProphet","Windranger","Enigma","Axe","DarkSeer",-8,2966,"lose"
"Disruptor","Riki","Mirana","FacelessVoid","Silencer",8,2966,"win"
"Slark","ShadowFiend","Sniper","ShadowDemon","LegionCommander",-18,3654,"lose"
"OutworldDevourer","Earthshaker","FacelessVoid","Omniknight","DrowRanger",18,3654,"win"
"Sven","Pudge","Jakiro","PhantomAssassin","Abaddon",34,2239,"win"
"BountyHunter","Slark","Invoker","Puck","Juggernaut",-34,2239,"lose"
"Huskar","Slark","Tinker","OgreMagi","Nature'sProphet",10,3238,"win"
"Necrophos","TrollWarlord","ShadowFiend","DrowRanger","Bristleback",-10,3238,"lose"
"TemplarAssassin","AncientApparition","SandKing","Mirana","Morphling",3,2584,"lose"
"Terrorblade","Omniknight","FacelessVoid","Enigma","Silencer",-3,2584,"win"
"StormSpirit","TrollWarlord","Necrophos","WraithKing","FacelessVoid",22,1400,"win"
"Mirana","Weaver","Morphling","LegionCommander","DrowRanger",-22,1400,"lose"
